TicketID,CommitHash,CommitMessage
OPENJPA-2891,e7774e32948015cfd8de665e18a091eb2e4564bd,"Merge pull request #90 from bmarwell/OPENJPA-2891_annotation  [OPENJPA-2891] allow configuration of @Generated annotation."
OPENJPA-2891,e7774e32948015cfd8de665e18a091eb2e4564bd,"Merge pull request #90 from bmarwell/OPENJPA-2891_annotation  [OPENJPA-2891] allow configuration of @Generated annotation."
OPENJPA-2891,3e9644d990cb5dd182303bd048622cae5f1f3882,"[OPENJPA-2891][DOCS] add description for openjpa.addGeneratedAnnotation. "
OPENJPA-2891,ad5f05112a06dbd0592f4bd158900037e32f2ccd,"[OPENJPA-2891] default for addGeneratedOption, use switch "
OPENJPA-2891,fe423839f134be2d6a13fcbc3e4d91961b869340,"[OPENJPA-2891] allow configuration of @Generated annotation. "
OPENJPA-1559,137ad1bacc9ae57248e0339dd4252b3efc833fca,"OPENJPA-1559: Make DataCacheManager initialization thread safe.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@921410 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2648,515756b8237353b07d8fa617dc9d6f797ffddf6a,"OPENJPA-2648 map long to BIGINT "
OPENJPA-2409,67082453b32d1bc11309f3c45ae1ce1bb2f8e281,"OPENJPA-2409 enable persistenceXmlFile parameter to handle classpath resources as well.  contributed by rmannibucau, txs! applied with small changes and doc improvements   git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1533466 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1556,2798b0dd7304466fea04bff576188ea23ef7e05b,"OPENJPA-1556: fix @Strategy inside Embeddable  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@921436 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-389,fab1a92046f60999aa6428f2f27a9fdf1056bba4,"OPENJPA-389 et.commit() not issuing database commit for Native queries involving updates.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@581088 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2405,e406bda450a1f3b78836153a5a34882c823101b1,"OPENJPA-2405: EntityManager.merge does not work for entity that is managed by another EntityManager  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1498565 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2889,cc55aec97d5f5050ba0299ed081a56c7b208465d,"Merge pull request #87 from jbonofre/OPENJPA-2889  [OPENJPA-2889] Align commons-pool2 bundle version in Karaf features repository with the actual one"
OPENJPA-2889,cc55aec97d5f5050ba0299ed081a56c7b208465d,"Merge pull request #87 from jbonofre/OPENJPA-2889  [OPENJPA-2889] Align commons-pool2 bundle version in Karaf features repository with the actual one"
OPENJPA-2889,4d932bc787ffaa4b8a79b44366b5ec80f58b9dda,"[OPENJPA-2889] Align commons-pool2 bundle version in Karaf features repository with the actual one "
OPENJPA-148,bc0c353ef0533d23863758c4bb5fce9008f2170f,"OPENJPA-148 Fixed incorrect import of non-existent ClassLoaderMetaDataIterator in patched file  git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@540301 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-148,04397f562eeffeeb521527f12bfe9ab8bb83a93e,"OPENJPA-148 Applied follow-up patch that resolved potential NPEs  git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@540283 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-148,e422a7d179d7f153927f3685acab59c1dcefb9fd,"OPENJPA-148 Applied the rest of the patch for this bug.  git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@535321 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-148,2f4cafdcfb6f0333538602b794a11e084d19cd3f,"OPENJPA-148 Fix for scanning directories for persistent types.  git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@535139 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1558,dd210a2831e005f3f51ec85b00ae56699ecde27a,"OPENJPA-1558: Check whether the result type is in the same entity hierarchy before using discriminator value when loading a relationship.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@921620 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2646,ae4b7425274ee82ba40e000bbafcc02a2e1a2eea,"OPENJPA-2646: Performance Regression Fix  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1838027 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2646,8be86a6903dcf5d6486bf5578486fdd1fd28fc4a,"OPENJPA-2646: Sporadic NullPointerException and ClassCastException caused by query cache misses in multithreaded environments.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1831596 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-387,5a48e90100e6fdaa4cee76a1a927679cba0eefd7,"OPENJPA-387.  Committing the latest patch from Daniel (with slight modifications by me).  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@581082 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-146,1b446958f5699c2adecb3163ab9ce44b873b2f57,"OPENJPA-146 : When copying an OID superclass field for re-mapping, revert type to PC.  It will re-resolve to OID on its own when the field's metadata is resolved, and in the meantime it will ensure we use the same path for  metadata resolution as non-copied fields.    git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@509632 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-388,a92418ddd6d486cff60d3c377dda16149ca2297c,"OPENJPA-388  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@580426 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-143,6cd259f310fb0feab604805ffd0578e85513b64c,"OPENJPA-143  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@566788 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-385,6f43ce7d40f545a2fd88f0feb752aab16985157c,"OPENJPA-385.  Committing changes for both 1.0.x and 1.1.0 to properly skip and optionally log malformed .class files.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@580087 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-386,f06d862ec60cd1ab679152e0c7c6588c3b6282e1,"OPENJPA-386: Handle abstract and non abstract MappedSuperClasses identically.  Submitted By: Jody Grassel  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@808243 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-142,b5bab78e043329c97b0ddac1558bd595e5a522aa,"OPENJPA-142: read entity names specified in XML. Also added comment clarifying that ClassMetaData.setTypeAlias() is only used at enhance time.  git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@516682 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-382,12840cafbf0b0ebe84c5d8fb76b38b4b1e543fce,"OPENJPA-382  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@578867 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1793,ab326efe0729737af181b7151766e82be4562c96,"OPENJPA-1793 - New test case testEntityA_Embed_Single_Coll caused ""ORA-01861: literal does not match format string"" when run against Oracle due to default DATE column format differences. (See http://download.oracle.com/docs/cd/B19306_01/server.102/b14200/sql_elements004.htm)  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1029821 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1793,582e91b867963a008d2a8f398a8bd1c97a217a4b,"OPENJPA-1793 @EmbeddedId class having only one field java.sql.Data.  Contributed by Heath Thomann.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1027722 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2883,9113461cb98d2c608ad6cf4d703521a1d1780fec,"[OPENJPA-2883] 'supportsAutoAssign' is turned OFF when 'useTriggersForAutoAssign' is ON (#84)  * [OPENJPA-2883] test for the issue  * [OPENJPA-2883] 'supportsAutoAssign' is turned OFF when 'useTriggersForAutoAssign' is ON  * Assert is improved  * Warning is logged when conflicting options are selected by user  * Build should be fixed  * EntityManager is properly closed"
OPENJPA-2883,9113461cb98d2c608ad6cf4d703521a1d1780fec,"[OPENJPA-2883] 'supportsAutoAssign' is turned OFF when 'useTriggersForAutoAssign' is ON (#84)  * [OPENJPA-2883] test for the issue  * [OPENJPA-2883] 'supportsAutoAssign' is turned OFF when 'useTriggersForAutoAssign' is ON  * Assert is improved  * Warning is logged when conflicting options are selected by user  * Build should be fixed  * EntityManager is properly closed"
OPENJPA-2883,9113461cb98d2c608ad6cf4d703521a1d1780fec,"[OPENJPA-2883] 'supportsAutoAssign' is turned OFF when 'useTriggersForAutoAssign' is ON (#84)  * [OPENJPA-2883] test for the issue  * [OPENJPA-2883] 'supportsAutoAssign' is turned OFF when 'useTriggersForAutoAssign' is ON  * Assert is improved  * Warning is logged when conflicting options are selected by user  * Build should be fixed  * EntityManager is properly closed"
OPENJPA-2883,e9f3f9cdfcbb6479e02a477730debb320e5e5dbe,"OPENJPA-2883 fix handling of java.sql.Time on MSSQL "
OPENJPA-1794,ca76712e3875051422c4d121bb5008f81cfd3f61,"OPENJPA-1794 aggregate function with no result set must return null  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1506198 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2640,0ac7140b82a35e8066c4b5e4765ba341a82fb410,"[OPENJPA-2640] Applying provided patch  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1743607 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2882,0fa0ee9790e1246934b9a553bf55e0a658b0e5c3,"Merge pull request #82 from dazey3/OJ2882_master  [master] OPENJPA-2882: Exception passing javax.persistence.* String values to …"
OPENJPA-2882,30c443dcc32fdc43b75431c9579f8ca415421d17,"OPENJPA-2882: Exception passing javax.persistence.* String values to createEntityManager(Map)  Signed-off-by: Will Dazey <dazeydev.3@gmail.com> "
OPENJPA-2400,92c4369aa18417e448ac980c0cd5de83a2b4831f,"OPENJPA-2400: MariaDB DBDictionaryFactory update  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1504985 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2400,1b1b60c9a7d63268dc26c1ff5dc601a352cee1c9,"OPENJPA-2400: MariaDB support  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1501805 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1790,474c1b60c9363028ab9e23edbdd546115732de1b,"OPENJPA-1790: Added ProxyConcurrentMaps class (minor formatting changes from Jody's patch)  Submitted By: Jody Grassel  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1000292 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1550,50202d956b375ee91ca38fe4a0876d7157d20cd7,"OPENJPA-1550 Fix TestBatchLimitException tests for Oracle, which fails all statements in the batch, instead of just the duplicate entity.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@931354 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1550,666ec6c6de38ba34062205f7d26913720eba8fa2,"OPENJPA-1550: Set failedObject on RollbackException. Submitted By: Heath Thomann  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@927267 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1550,6503eabef5327eaf3c20965d75ad086c3c4480dd,"OPENJPA-1550: When batchLimit=-1 or >1 and an exception is caused, the params and failedObject are missing from the resultant exception. avoid NullPointerException for JDBC provider using PureQUery APIs.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@922355 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1550,f82184314ec6a914ce5ca9c3b8fbfa9cab31e276,"OPENJPA-1550 Fix comment  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@921177 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1550,695bd9c4bf3b1e71db0da472d351a8d5806d5529,"OPENJPA-1550 When batchLimit=-1 or >1 and an exception is caused, the params and failedObject are missing from the resultant exception.  Original patch contributed by Heath Thomann.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@921174 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1308,105d46c6eacbaad594e991b012f046da5d7d38fd,"OPENJPA-1308: Remove extraneous cast of VARCHAR to VARCHAR for DB2. Submitted By: B.J. Reed  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@828772 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1302,eded0dd8facefda2af83567ecdae12f4c09eb53f,"OPENJPA-1302: Use ContextClassloader in addition to the ProductDeivation's ClassLoader to find/load product derivations. Patch contributed by Rick Curtis.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@815447 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1544,42769bd9d801d129fbeda514ea32efbcafbcdab7,"OPENJPA-1544 Remove WebSphere version number from org/apache/ee/localizer.properties.  Patch contributed by Cathy Nordstrom.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@917572 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2876,c6f42826b72940aa771a394d42173b2f7fec0428,"OPENJPA-2876 fix schema 'refresh'  Also had to fix the schema handling via persistence.xml. Thinkfully this section has excellent unit test coverage. "
OPENJPA-2876,f8d258594f55cdf06db16f2321a6ae6c6342616e,"OPENJPA-2876 unit test to show wrong SQL  sqlAction=refresh right now also generates the full DB. "
OPENJPA-1787,0971bd301c73bcc82215ecf4d9e18a9908ee5d34,"OPENJPA-1787 Fixed VLEM hasUpdateListeners & hasPersistListeners methods and added additional validation test cases.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1082259 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1787,6309bff2f013f3b187a9aadec1c29e450c8a1596,"OPENJPA-1787: setting eol-style (nit)  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1080789 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1787,6fdcebd67367fb1dc9d7d50362bfbce35a0b54ac,"OPENJPA-1787 Updated ""new entity"" merge path through AttachManager and BrokerImpl to refrain from firing a pre-persist event before the state of the merged entity is copied to the new entity.  Test cases based upon code provided by Oliver Ringel.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1080751 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1303,53cc83eb7ee995aa3d645f7b4bdc6492f0e609d1,"OPENJPA-1303 ""KEY"" is also a reserved word for columns "
OPENJPA-1303,6861dd1d02751ae55ef64dd51f6808d044dc560d,"OPENJPA-1303 differentiate btw COLUMN and COLUMN_DEF rules  Column names and Column definitions (the types, e.g. VARCHAR(20) ) have different rules. We now can properly specify both of em. "
OPENJPA-1303,68aa6a3d171cb1165a65d43103b4d49cd1b19be4,"OPENJPA-1303 KEY is also an invalid column name "
OPENJPA-1303,6a47c4c03328689d1133c1a46c1f5d20b56549b9,"OPENJPA-1303 ColumnDefIdentifierRule did not use invalidColumnWordSet "
OPENJPA-1546,3aea82e40c85ff6d653095a797b00a189681d64f,"OPENJPA-1546 OpenJPA doesn't work as internal JPA inside web applicaion in JBoss AS due to PersistenceMetaDataFactory trying to parse directories as unparsed XML files.  Original patch contributed by Dmitri Babaev.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@918070 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1788,208347e88d06ea095c3893c622f215f8b8a6fbcd,"OPENJPA-1788: use DBIdentifier.isNull for firebird dictionary  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@996000 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2636,6955ddaea11e7c89199517ac0cceb5edc1eb368d,"OPENJPA-2636: Updated a Map in Configurations to avoid a ClassLoader leak.  Ported 2.2.x changes to trunk.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1737411 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1547,8248d81a683ff3a23cccfee3394e5784bdf14760,"OPENJPA-1547: fix subquery syntax error for NOT IN (subquery with MEMBER OF)  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@918188 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2877,cb258aee424374a79b9d4fd7728d5ee5eb2cdc17,"Merge pull request #81 from tandraschko/master  OPENJPA-2877 Implement JPA2.1 @Convert / AttributeConverter"
OPENJPA-2877,8ff3dff49b4754205315df0d144e2e9da1fe6880,"OPENJPA-2877 added caching of constructor "
OPENJPA-2877,a0e40795ff786ca74d2f63b9f5956332c0114856,"OPENJPA-2877 test"
OPENJPA-2877,d698ccaf00ccffd2a15430363885dafbe5a66ae9,"OPENJPA-2877 added caching of method"
OPENJPA-2877,116eda990351130f70ec384c182efecd36b26977,"OPENJPA-2877"
OPENJPA-157,82a62a6b7800f0c218102c62232667390ef1d071,"OPENJPA-157. Fix to use the getIndependentTypeMappings to handle the case of field's declared type being abstract/unmapped  git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@509885 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-399,6a26ae253154f94e39fbc686f636d8fb4a47d08c,"OPENJPA-399 committing Teresa's patch  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@589788 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-399,a20d36c121387f0e2036069bbcf6a4458d3849f1,"OPENJPA-399.  Committing Teresa's most recent patch for this Issue.  Should be ready for resolution now.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@585774 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-399,2d6fbb5d13861f3b2f28fbd2ad7b604a19c96904,"OPENJPA-399 Committing Teresa's patch  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@584354 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-399,151cf2d034e904110ac1d19747319034943753de,"OPENJPA-399 committing Teresa's patch  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@584330 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-154,09e7aab7778db72e6412625f39a9557d6a2646be,"Capture the version fields into the memento when setting the savepoint and restore the version information into the StateManagerImpl as a part of the rollbackToSavepoint call. Fix addresses OPENJPA-154.  git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@509411 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-396,a1fb5b7f72e7947c30570b44feb6e0b9934d60d7,"OPENJPA-396.  Going ahead with the commit of the patch.  Per the discussion in the Issue and the dev mailing list, I have added a few more comments to the clone() generation.  Thanks.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@582974 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-397,8c6e31a1d98955516d9d66e292a186069cf1b13d,"OPENJPA-397  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@582851 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-395,4fb0c28dc295eb9318fbf8f6c5f664e315f40b79,"OPENJPA-395.  Use getShort instead of getInt for the KEY_SEQ, DEFFERABILITY, and DELETE_RULE metadata fields.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@582838 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-150,372b83736d50dba2a81f947b4bfd8220b8f62ed4,"OPENJPA-150 : Re-use parseColumns method when parsing AttributeOverride columns so that we get secondary table information.      git-svn-id: https://svn.apache.org/repos/asf/incubator/openjpa/trunk@509674 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-392,22e5530d0c819cfdc15e629d3c92657c8ed992dc,"OPENJPA-392  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@581933 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2871,e3fd21f0a204b5f196732fc594a16bf4baa65ccb,"OPENJPA-2871 update to xbean-4.20 "
OPENJPA-1542,eca02573ba17e8e09bd0cf7120b87becd6f2646f,"OPENJPA-1542: Adding support for openjpa.DataCache Types and ExcludedTypes configuration back into trunk. Also updating TestCacheExclusions. No doc changes required as the user manual is up to date.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@916714 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1784,35205c46acdd25acd7370837bb72baab900f5bcd,"OPENJPA-1784: clean up fix  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@995596 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1784,00b99e267f6a47f249961ba9aa7281d84235237c,"OPENJPA-1784 add missing license headers  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@995437 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1784,9c25bd16339a2421edb24713dae2b2b9e9998f14,"OPENJPA-1784: improve dirty-checking for persistent maps when the get method is called to retrieve an embeddable value.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@995333 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2632,bf2ffecbc0dbd53464b91dabaa69bfcb01cef4ce,"OPENJPA-2632 add documentation for the new UseTCCLinSelectNew config switch   git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1735190 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2632,a453aa9f462cccb99f028426298e885c25b0cee2,"OPENJPA-2632 fallback to TCCL for select new if class cannot be found  That might happen if the entities are loaded within a shared ear lib but the actual ""select new"" is performed from another ClassLoader (e.g. WAR) Contributed by Reinhard Sandtner (apacheId: rsandtner). Txs for the patch!   git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1734966 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1543,11149ec5fba76796f2d3d9a2a8d26d7782d74a99,"OPENJPA-1543: Remove fragmented messages. Change to TRACE level logging.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@917657 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1543,c1a32728724dec004e04aad8d7896e87508e1bf0,"OPENJPA-1543: Remove fragmented messages. Change to TRACE level logging.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@917656 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2631,41827d794dc0635a71f846ecb8a213bceca4f961,"OPENJPA-2631: Fix for CriteriaBuilder issue with an @EmbeddedId that contains more than one field.  Ported 2.1.x commit to trunk  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1750038 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1538,d96883f5029fdca609a5871e1641433a01ec72e3,"OPENJPA-1538 Minor grammar fixes in messages.  Patch contributed by Cathy Nordstrom.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@916759 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1538,4cb276067a472a4ff08636c208fff523bd38dced,"OPENJPA-1538 Move hard coded text in OpenJPAVersion.java to localizer.properties.  Patch contributed by Cathy Nordstrom.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@916757 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2626,88e01d2fba1acd82e70100d001699fcb989d6ea8,"OPENJPA-2626 remove unused import (which is an ugly internal sun class and doesn't exist in java7)   git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1730309 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2626,a5788cc859181ad55354083930e2c515a35df95a,"OPENJPA-2626 support of java 8 bytecode test for isEnhanced - avoid to have logs full of exception/warnings when it actually works cause it is already enahnced at build time  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1727520 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-369,bb527a1e882b9aff495a02b14a31231651487ef6,"OPENJPA-369. Committing Albert's 1.5-supporting changes.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@580451 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-369,7524219f6a3291c382287b41db5dcd72cb35a995,"OPENJPA-369.  Committed Albert's changes for the Java 2 Security updates for the Solaris platform.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@577029 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1533,05e0669c0725cb01d125af9cc04032e2bc834990,"OPENJPA-1533: JPA2 select math mix with aggregate reports syntax error  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@915725 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2865,8e18fdbbbc29f39764f969168dcec58583721f39,"OPENJPA-2865 add compat check for WITH_TIMEZONE cols "
OPENJPA-2865,59a8586855b23cc38cf0c79c4ab050f9f1de7bfd,"OPENJPA-2865 use java.time handling from JDBC driver "
OPENJPA-2864,a68835381e0975aa1c75cd381e5e37d63b1d0db1,"OPENJPA-2864 use Timestamp precision from Column if set "
OPENJPA-367,884d6b5460be23e12f82f29501f07b5b771e012d,"OPENJPA-367.  Committing Albert's patch (since he doesn't have his committer karma quite yet...).  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@576552 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1535,daae61a6f50a98dddaf649d919d2a46e55567802,"OPENJPA-1535 Inconsistency in exceptions thrown from MetaDataRepository.resolve().  Patch contributed by Hiroki Tateno.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@916338 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-368,5ef181ab94a302d439ef4e406fcdda7785a57048,"OPENJPA-368. Committing Vikram's patch.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@581443 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1536,ed2940d54731bd83e864eb0b74e0dadbc8cdab67,"OPENJPA-1536: set svn:eol-style  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@940555 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-1536,ea49b4cc6abcbf3cb38468a01df4187151fa5498,"OPENJPA-1536: fix the where clause in sql generation problem when join table strategy is used in toOne eager fetch  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@916106 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-2866,d78bfc47cb505aad70f1d7380df11dfa65440a8e,"OPENJPA-2866 fix identifier unit test  Oracle now supports IDENTITY columns since a very long time. No need to rely on ancient index creation stuff. "
OPENJPA-2866,3b51096dae69634322c8d92cb1f3317f3a25024a,"OPENJPA-2866 no need to test JDBC2 feature  Oracle comes with JDBC4. We can safely assume that Statement#getGeneratedKeys is always available. Oracle relies on it and will fail without. "
OPENJPA-2866,d6a64bebcd275c1af8e9b9eebeb7ac741321c433,"OPENJPA-2866 Oracle GenerationType#IDENTITY support  we will now create a column definition ""GENERATED ALWAYS AS IDENTITY"" for auto-increment columns. "
OPENJPA-365,2988f75fc32af9baf16c1978782dfed6dcc37076,"OPENJPA-365: This is a token commit. Original commit is 677147 but due to typo in commit message, the JIRA issue did not get assoicated correctly with the commit 677147  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@691327 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-366,cafd3d7a62acc533e53a059e8685e0f7d5190e5d,"OPENJPA-366 Trivial typo in new message  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@581619 13f79535-47bb-0310-9956-ffa450edef68 "
OPENJPA-366,03d19774c2c6a63b49a3b95f5b3095af146015b3,"OPENJPA-366 - Add message text to InternalException.  git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@581608 13f79535-47bb-0310-9956-ffa450edef68 "
